50 
https://www.ynetnews.com/article/0YZ99ETUR, Netanyahu, 32, Gantz, 33
https://www.ynetnews.com/article/B1dxXDc5w, Netanyahu, 9, Gantz, 0
https://www.ynetnews.com/article/B1iWAuQoP, -
https://www.ynetnews.com/article/BJ1g3PUov, -
https://www.ynetnews.com/article/BJ4P1VMow, -
https://www.ynetnews.com/article/BkLLKvzov, -
https://www.ynetnews.com/article/BkLtxfVjw, Netanyahu, 21, Gantz, 0
https://www.ynetnews.com/article/BkNdBBrsv, -
https://www.ynetnews.com/article/BkYsNqQsP, -
https://www.ynetnews.com/article/Bycl3dUjw, -
https://www.ynetnews.com/article/C9JH8MHUF, Netanyahu, 20, Gantz, 18
https://www.ynetnews.com/article/H155sAMoD, -
https://www.ynetnews.com/article/HJ2geR4sP, Netanyahu, 26, Gantz, 31
https://www.ynetnews.com/article/HJFxeaUjv, -
https://www.ynetnews.com/article/HJihPLzsD, -
https://www.ynetnews.com/article/HJtKpEMsv, -
https://www.ynetnews.com/article/Hk97uZ4iP, Netanyahu, 30, Gantz, 30
https://www.ynetnews.com/article/HkGdUcQiP, Netanyahu, 10, Gantz, 0
https://www.ynetnews.com/article/HkT6DqfoP, Netanyahu, 4, Gantz, 0
https://www.ynetnews.com/article/Hy3I0PGow, Netanyahu, 20, Gantz, 4
https://www.ynetnews.com/article/HybMp7bjD, -
https://www.ynetnews.com/article/KS5QJEK33, -
https://www.ynetnews.com/article/r1A7GTxoD, -
https://www.ynetnews.com/article/r1CUdXbjv, Netanyahu, 2, Gantz, 0
https://www.ynetnews.com/article/r1M80zHsD, -
https://www.ynetnews.com/article/r1tzjvfjD, -
https://www.ynetnews.com/article/rJespkViw, -
https://www.ynetnews.com/article/rJMCbzMoP, -
https://www.ynetnews.com/article/rkehp9gsv, -
https://www.ynetnews.com/article/rkG7GfBjw, Netanyahu, 2, Gantz, 0
https://www.ynetnews.com/article/rks3ZgbsP, -
https://www.ynetnews.com/article/ry3jdw8sD, -
https://www.ynetnews.com/article/ryZBV2kiP, -
https://www.ynetnews.com/article/S14BfJHiv, -
https://www.ynetnews.com/article/S1d1ovmiv, -
https://www.ynetnews.com/article/S1fnv8GiD, -
https://www.ynetnews.com/article/S1hXJ9zoP, -
https://www.ynetnews.com/article/S1I9aFzoP, Netanyahu, 6, Gantz, 0
https://www.ynetnews.com/article/SJ5cqSUsP, Netanyahu, 15, Gantz, 24
https://www.ynetnews.com/article/SJ9QKfGiP, -
https://www.ynetnews.com/article/SJCBU34sP, -
https://www.ynetnews.com/article/SJVNSQBjw, Netanyahu, 2, Gantz, 0
https://www.ynetnews.com/article/SJwU0rp5v, -
https://www.ynetnews.com/article/SkPLMg8oD, -
https://www.ynetnews.com/article/Skz1ArUoP, -
https://www.ynetnews.com/article/SkznETMsD, -
https://www.ynetnews.com/article/Syg1hUrsD, Netanyahu, 22, Gantz, 12
https://www.ynetnews.com/article/SykDU7VsD, Netanyahu, 8, Gantz, 0
https://www.ynetnews.com/article/SyYWWG8sP, -
https://www.ynetnews.com/article/YOQCSLYJP, -
